Temps;Déplacement;Déformation 1;Force
(s);(mm);(%);(kN)
"109,6000";"3,5061";"4,7309";"15,4493"
"109,7000";"3,5092";"4,7387";"15,4492"
"109,8000";"3,5124";"4,7464";"15,4516"
"109,9000";"3,5157";"4,7542";"15,4559"
"110,0000";"3,5189";"4,7621";"15,4588"
"110,1000";"3,5221";"4,7699";"15,4595"
"110,2000";"3,5253";"4,7778";"15,4628"
"110,3000";"3,5285";"4,7855";"15,4640"
"110,4000";"3,5317";"4,7933";"15,4664"
"110,5000";"3,5348";"4,8011";"15,4656"
"110,6000";"3,5380";"4,8089";"15,4698"
"110,7000";"3,5413";"4,8167";"15,4727"
"110,8000";"3,5444";"4,8245";"15,4745"
"110,9000";"3,5477";"4,8324";"15,4780"
"111,0000";"3,5510";"4,8403";"15,4823"
"111,1000";"3,5541";"4,8480";"15,4809"
"111,2000";"3,5573";"4,8559";"15,4832"
"111,3000";"3,5605";"4,8637";"15,4851"
"111,4000";"3,5637";"4,8715";"15,4877"
"111,5000";"3,5668";"4,8793";"15,4882"
"111,6000";"3,5700";"4,8871";"15,4916"
"111,7000";"3,5732";"4,8949";"15,4943"
"111,8000";"3,5765";"4,9028";"15,4980"
"111,9000";"3,5797";"4,9107";"15,4982"
"112,0000";"3,5829";"4,9185";"15,5011"
"112,1000";"3,5861";"4,9264";"15,5035"
"112,2000";"3,5892";"4,9341";"15,5032"
"112,3000";"3,5925";"4,9420";"15,5064"
"112,4000";"3,5957";"4,9499";"15,5089"
"112,5000";"3,5988";"4,9577";"15,5097"
"112,6000";"3,6020";"4,9655";"15,5116"
"112,7000";"3,6053";"4,9734";"15,5162"
"112,8000";"3,6085";"4,9812";"15,5179"
"112,9000";"3,6117";"4,9890";"15,5190"
"113,0000";"3,6149";"4,9968";"15,5210"
"113,1000";"3,6181";"5,0047";"15,5242"
"113,2000";"3,6213";"5,0125";"15,5251"
"113,3000";"3,6244";"5,0202";"15,5252"
"113,4000";"3,6276";"5,0281";"15,5280"
"113,5000";"3,6309";"5,0359";"15,5325"
"113,6000";"3,6340";"5,0437";"15,5322"
"113,7000";"3,6373";"5,0515";"15,5364"
"113,8000";"3,6405";"5,0594";"15,5397"
"113,9000";"3,6437";"5,0673";"15,5405"
"114,0000";"3,6469";"5,0750";"15,5412"
"114,1000";"3,6501";"5,0828";"15,5441"
"114,2000";"3,6533";"5,0906";"15,5451"
"114,3000";"3,6564";"5,0984";"15,5469"
"114,4000";"3,6596";"5,1061";"15,5483"
"114,5000";"3,6629";"5,1141";"15,5530"
"114,6000";"3,6661";"5,1219";"15,5557"
"114,7000";"3,6693";"5,1296";"15,5572"
"114,8000";"3,6725";"5,1375";"15,5598"
"114,9000";"3,6758";"5,1454";"15,5631"
"115,0000";"3,6788";"5,1532";"15,5611"
"115,1000";"3,6821";"5,1610";"15,5643"
"115,2000";"3,6853";"5,1688";"15,5668"
"115,3000";"3,6884";"5,1766";"15,5687"
"115,4000";"3,6916";"5,1844";"15,5702"
"115,5000";"3,6949";"5,1923";"15,5741"
"115,6000";"3,6981";"5,2002";"15,5764"
"115,7000";"3,7013";"5,2080";"15,5770"
"115,8000";"3,7045";"5,2158";"15,5786"
"115,9000";"3,7077";"5,2236";"15,5811"
"116,0000";"3,7109";"5,2315";"15,5833"
"116,1000";"3,7140";"5,2391";"15,5831"
"116,2000";"3,7172";"5,2470";"15,5867"
"116,3000";"3,7205";"5,2549";"15,5904"
"116,4000";"3,7236";"5,2627";"15,5903"
"116,5000";"3,7269";"5,2705";"15,5932"
"116,6000";"3,7302";"5,2785";"15,5978"
"116,7000";"3,7333";"5,2862";"15,5973"
"116,8000";"3,7365";"5,2941";"15,5988"
"116,9000";"3,7396";"5,3018";"15,6007"
"117,0000";"3,7429";"5,3097";"15,6040"
"117,1000";"3,7460";"5,3174";"15,6040"
"117,2000";"3,7492";"5,3253";"15,6058"
"117,3000";"3,7524";"5,3332";"15,6090"
"117,4000";"3,7557";"5,3411";"15,6133"
"117,5000";"3,7588";"5,3488";"15,6132"
"117,6000";"3,7621";"5,3567";"15,6166"
"117,7000";"3,7653";"5,3647";"15,6191"
"117,8000";"3,7685";"5,3724";"15,6189"
"117,9000";"3,7716";"5,3803";"15,6202"
"118,0000";"3,7749";"5,3881";"15,6232"
"118,1000";"3,7780";"5,3958";"15,6236"
"118,2000";"3,7812";"5,4037";"15,6264"
"118,3000";"3,7845";"5,4114";"15,6295"
"118,4000";"3,7877";"5,4193";"15,6331"
"118,5000";"3,7909";"5,4272";"15,6335"
"118,6000";"3,7941";"5,4350";"15,6348"
"118,7000";"3,7973";"5,4428";"15,6364"
"118,8000";"3,8005";"5,4507";"15,6390"
"118,9000";"3,8036";"5,4583";"15,6381"
"119,0000";"3,8068";"5,4662";"15,6416"
"119,1000";"3,8101";"5,4741";"15,6458"
"119,2000";"3,8132";"5,4819";"15,6465"
"119,3000";"3,8165";"5,4897";"15,6495"
"119,4000";"3,8197";"5,4977";"15,6523"
"119,5000";"3,8229";"5,5054";"15,6524"
"119,6000";"3,8261";"5,5132";"15,6540"
"119,7000";"3,8293";"5,5211";"15,6561"
"119,8000";"3,8325";"5,5289";"15,6586"
"119,9000";"3,8356";"5,5367";"15,6599"
"120,0000";"3,8388";"5,5444";"15,6610"
"120,1000";"3,8421";"5,5523";"15,6650"
"120,2000";"3,8453";"5,5601";"15,6679"
"120,3000";"3,8485";"5,5680";"15,6682"
"120,4000";"3,8517";"5,5758";"15,6707"
"120,5000";"3,8550";"5,5837";"15,6749"
"120,6000";"3,8580";"5,5916";"15,6737"
"120,7000";"3,8612";"5,5994";"15,6759"
"120,8000";"3,8644";"5,6072";"15,6779"
"120,9000";"3,8676";"5,6150";"15,6801"
"121,0000";"3,8708";"5,6229";"15,6807"
"121,1000";"3,8741";"5,6307";"15,6849"
"121,2000";"3,8773";"5,6387";"15,6869"
"121,3000";"3,8805";"5,6464";"15,6895"
"121,4000";"3,8836";"5,6543";"15,6898"
"121,5000";"3,8869";"5,6622";"15,6931"
"121,6000";"3,8901";"5,6700";"15,6942"
"121,7000";"3,8932";"5,6777";"15,6944"
"121,8000";"3,8964";"5,6856";"15,6961"
"121,9000";"3,8997";"5,6935";"15,7016"
"122,0000";"3,9028";"5,7013";"15,7013"
"122,1000";"3,9061";"5,7093";"15,7047"
"122,2000";"3,9093";"5,7171";"15,7075"
"122,3000";"3,9125";"5,7251";"15,7086"
"122,4000";"3,9157";"5,7329";"15,7091"
"122,5000";"3,9189";"5,7406";"15,7105"
"122,6000";"3,9221";"5,7486";"15,7126"
"122,7000";"3,9252";"5,7563";"15,7146"
"122,8000";"3,9284";"5,7642";"15,7152"
"122,9000";"3,9316";"5,7720";"15,7189"
"123,0000";"3,9349";"5,7799";"15,7227"
"123,1000";"3,9381";"5,7879";"15,7226"
"123,2000";"3,9413";"5,7958";"15,7247"
"123,3000";"3,9445";"5,8036";"15,7277"
"123,4000";"3,9476";"5,8113";"15,7267"
"123,5000";"3,9508";"5,8192";"15,7286"
"123,6000";"3,9540";"5,8271";"15,7313"
"123,7000";"3,9572";"5,8350";"15,7327"
"123,8000";"3,9604";"5,8428";"15,7347"
"123,9000";"3,9636";"5,8506";"15,7369"
"124,0000";"3,9669";"5,8585";"15,7409"
"124,1000";"3,9701";"5,8664";"15,7414"
"124,2000";"3,9733";"5,8742";"15,7419"
"124,3000";"3,9765";"5,8821";"15,7445"
"124,4000";"3,9797";"5,8900";"15,7481"
"124,5000";"3,9828";"5,8978";"15,7465"
"124,6000";"3,9860";"5,9056";"15,7495"
"124,7000";"3,9893";"5,9136";"15,7534"
"124,8000";"3,9924";"5,9214";"15,7544"
"124,9000";"3,9957";"5,9292";"15,7561"
"125,0000";"3,9989";"5,9372";"15,7602"
"125,1000";"4,0021";"5,9451";"15,7606"
"125,2000";"4,0053";"5,9529";"15,7624"
"125,3000";"4,0084";"5,9608";"15,7628"
"125,4000";"4,0117";"5,9686";"15,7671"
"125,5000";"4,0148";"5,9765";"15,7670"
"125,6000";"4,0180";"5,9842";"15,7683"
"125,7000";"4,0212";"5,9922";"15,7709"
"125,8000";"4,0245";"6,0001";"15,7761"
"125,9000";"4,0276";"6,0080";"15,7755"
"126,0000";"4,0309";"6,0159";"15,7782"
"126,1000";"4,0341";"6,0238";"15,7813"
"126,2000";"4,0373";"6,0317";"15,7810"
"126,3000";"4,0404";"6,0395";"15,7818"
"126,4000";"4,0436";"6,0474";"15,7839"
"126,5000";"4,0468";"6,0553";"15,7856"
"126,6000";"4,0500";"6,0632";"15,7882"
"126,7000";"4,0532";"6,0709";"15,7901"
"126,8000";"4,0565";"6,0790";"15,7936"
"126,9000";"4,0597";"6,0869";"15,7950"
"127,0000";"4,0628";"6,0947";"15,7947"
"127,1000";"4,0661";"6,1027";"15,7980"
"127,2000";"4,0693";"6,1105";"15,7994"
"127,3000";"4,0724";"6,1184";"15,7991"
"127,4000";"4,0756";"6,1261";"15,8011"
"127,5000";"4,0789";"6,1342";"15,8060"
"127,6000";"4,0820";"6,1419";"15,8060"
"127,7000";"4,0853";"6,1498";"15,8088"
"127,8000";"4,0885";"6,1578";"15,8111"
"127,9000";"4,0917";"6,1657";"15,8132"
"128,0000";"4,0949";"6,1735";"15,8135"
"128,1000";"4,0980";"6,1814";"15,8146"
"128,2000";"4,1013";"6,1893";"15,8175"
"128,3000";"4,1045";"6,1973";"15,8198"
"128,4000";"4,1076";"6,2051";"15,8191"
"128,5000";"4,1108";"6,2130";"15,8228"
"128,6000";"4,1141";"6,2210";"15,8268"
"128,7000";"4,1173";"6,2289";"15,8279"
"128,8000";"4,1205";"6,2367";"15,8289"
"128,9000";"4,1238";"6,2448";"15,8331"
"129,0000";"4,1269";"6,2526";"15,8322"
"129,1000";"4,1301";"6,2605";"15,8340"
"129,2000";"4,1332";"6,2684";"15,8346"
"129,3000";"4,1365";"6,2763";"15,8381"
"129,4000";"4,1396";"6,2841";"15,8393"
"129,5000";"4,1428";"6,2921";"15,8417"
"129,6000";"4,1461";"6,3000";"15,8450"
"129,7000";"4,1493";"6,3080";"15,8473"
"129,8000";"4,1524";"6,3159";"15,8463"
"129,9000";"4,1557";"6,3238";"15,8486"
"130,0000";"4,1589";"6,3317";"15,8511"
"130,1000";"4,1620";"6,3395";"15,8509"
"130,2000";"4,1652";"6,3474";"15,8527"
"130,3000";"4,1685";"6,3554";"15,8569"
"130,4000";"4,1716";"6,3633";"15,8579"
"130,5000";"4,1749";"6,3713";"15,8604"
"130,6000";"4,1781";"6,3792";"15,8626"
"130,7000";"4,1813";"6,3871";"15,8640"
"130,8000";"4,1845";"6,3950";"15,8654"
"130,9000";"4,1876";"6,4029";"15,8653"
"131,0000";"4,1909";"6,4108";"15,8699"
"131,1000";"4,1940";"6,4187";"15,8708"
"131,2000";"4,1972";"6,4266";"15,8712"
"131,3000";"4,2004";"6,4345";"15,8736"
"131,4000";"4,2037";"6,4425";"15,8787"
"131,5000";"4,2069";"6,4504";"15,8780"
"131,6000";"4,2101";"6,4584";"15,8799"
"131,7000";"4,2133";"6,4664";"15,8831"
"131,8000";"4,2165";"6,4743";"15,8839"
"131,9000";"4,2196";"6,4822";"15,8842"
"132,0000";"4,2228";"6,4900";"15,8860"
"132,1000";"4,2260";"6,4980";"15,8878"
"132,2000";"4,2293";"6,5060";"15,8903"
"132,3000";"4,2324";"6,5138";"15,8909"
"132,4000";"4,2357";"6,5218";"15,8955"
"132,5000";"4,2389";"6,5298";"15,8971"
"132,6000";"4,2421";"6,5376";"15,8974"
"132,7000";"4,2453";"6,5456";"15,8991"
"132,8000";"4,2485";"6,5537";"15,9021"
"132,9000";"4,2516";"6,5614";"15,9007"
"133,0000";"4,2548";"6,5693";"15,9031"
"133,1000";"4,2581";"6,5773";"15,9063"
"133,2000";"4,2613";"6,5852";"15,9087"
"133,3000";"4,2645";"6,5930";"15,9104"
"133,4000";"4,2677";"6,6011";"15,9128"
"133,5000";"4,2709";"6,6090";"15,9140"
"133,6000";"4,2741";"6,6168";"15,9156"
"133,7000";"4,2772";"6,6248";"15,9151"
"133,8000";"4,2805";"6,6328";"15,9184"
"133,9000";"4,2836";"6,6407";"15,9199"
"134,0000";"4,2868";"6,6486";"15,9207"
"134,1000";"4,2900";"6,6566";"15,9238"
"134,2000";"4,2933";"6,6645";"15,9278"
"134,3000";"4,2965";"6,6725";"15,9282"
"134,4000";"4,2997";"6,6804";"15,9293"
"134,5000";"4,3029";"6,6884";"15,9331"
"134,6000";"4,3061";"6,6963";"15,9329"
"134,7000";"4,3092";"6,7042";"15,9339"
"134,8000";"4,3124";"6,7121";"15,9345"
"134,9000";"4,3157";"6,7201";"15,9383"
"135,0000";"4,3188";"6,7280";"15,9397"
"135,1000";"4,3220";"6,7358";"15,9405"
"135,2000";"4,3253";"6,7438";"15,9439"
"135,3000";"4,3285";"6,7519";"15,9468"
"135,4000";"4,3316";"6,7596";"15,9456"
"135,5000";"4,3349";"6,7675";"15,9484"
"135,6000";"4,3381";"6,7756";"15,9505"
"135,7000";"4,3412";"6,7835";"15,9513"
"135,8000";"4,3444";"6,7914";"15,9516"
"135,9000";"4,3477";"6,7993";"15,9557"
"136,0000";"4,3508";"6,8071";"15,9565"
"136,1000";"4,3541";"6,8152";"15,9600"
"136,2000";"4,3573";"6,8232";"15,9610"
"136,3000";"4,3605";"6,8311";"15,9638"
"136,4000";"4,3637";"6,8390";"15,9641"
"136,5000";"4,3668";"6,8469";"15,9642"
"136,6000";"4,3701";"6,8548";"15,9666"
"136,7000";"4,3733";"6,8626";"15,9690"
"136,8000";"4,3764";"6,8705";"15,9689"
"136,9000";"4,3796";"6,8785";"15,9717"
"137,0000";"4,3829";"6,8865";"15,9757"
"137,1000";"4,3861";"6,8944";"15,9768"
"137,2000";"4,3893";"6,9024";"15,9774"
"137,3000";"4,3925";"6,9103";"15,9801"
"137,4000";"4,3957";"6,9182";"15,9801"
"137,5000";"4,3989";"6,9261";"15,9812"
"137,6000";"4,4020";"6,9339";"15,9820"
"137,7000";"4,4052";"6,9418";"15,9847"
"137,8000";"4,4084";"6,9497";"15,9872"
"137,9000";"4,4116";"6,9576";"15,9873"
"138,0000";"4,4149";"6,9656";"15,9914"
"138,1000";"4,4181";"6,9736";"15,9934"
"138,2000";"4,4213";"6,9815";"15,9930"
"138,3000";"4,4245";"6,9893";"15,9947"
"138,4000";"4,4277";"6,9973";"15,9982"
"138,5000";"4,4308";"7,0052";"15,9978"
"138,6000";"4,4340";"7,0131";"15,9990"
"138,7000";"4,4372";"7,0211";"16,0024"
"138,8000";"4,4405";"7,0290";"16,0043"
"138,9000";"4,4437";"7,0369";"16,0054"
"139,0000";"4,4469";"7,0448";"16,0074"
"139,1000";"4,4501";"7,0527";"16,0092"
"139,2000";"4,4533";"7,0608";"16,0122"
"139,3000";"4,4564";"7,0686";"16,0104"
"139,4000";"4,4597";"7,0765";"16,0140"
"139,5000";"4,4629";"7,0844";"16,0152"
"139,6000";"4,4660";"7,0922";"16,0157"
"139,7000";"4,4692";"7,1002";"16,0174"
"139,8000";"4,4725";"7,1081";"16,0228"
"139,9000";"4,4757";"7,1161";"16,0229"
"140,0000";"4,4789";"7,1241";"16,0242"
"140,1000";"4,4821";"7,1321";"16,0267"
"140,2000";"4,4853";"7,1400";"16,0281"
"140,3000";"4,4885";"7,1479";"16,0281"
"140,4000";"4,4916";"7,1557";"16,0283"
"140,5000";"4,4948";"7,1636";"16,0312"
"140,6000";"4,4981";"7,1716";"16,0343"
"140,7000";"4,5012";"7,1794";"16,0343"
"140,8000";"4,5045";"7,1874";"16,0381"
"140,9000";"4,5077";"7,1954";"16,0407"
"141,0000";"4,5109";"7,2032";"16,0398"
"141,1000";"4,5141";"7,2112";"16,0414"
"141,2000";"4,5173";"7,2191";"16,0433"
"141,3000";"4,5204";"7,2270";"16,0439"
"141,4000";"4,5236";"7,2348";"16,0449"
"141,5000";"4,5268";"7,2427";"16,0481"
"141,6000";"4,5300";"7,2507";"16,0498"
"141,7000";"4,5333";"7,2587";"16,0522"
"141,8000";"4,5365";"7,2666";"16,0528"
"141,9000";"4,5397";"7,2746";"16,0553"
"142,0000";"4,5429";"7,2825";"16,0563"
"142,1000";"4,5460";"7,2902";"16,0556"
"142,2000";"4,5492";"7,2981";"16,0587"
"142,3000";"4,5525";"7,3061";"16,0620"
"142,4000";"4,5556";"7,3139";"16,0611"
"142,5000";"4,5588";"7,3219";"16,0635"
"142,6000";"4,5621";"7,3298";"16,0667"
"142,7000";"4,5653";"7,3378";"16,0686"
"142,8000";"4,5685";"7,3456";"16,0688"
"142,9000";"4,5717";"7,3536";"16,0719"
"143,0000";"4,5749";"7,3616";"16,0727"
"143,1000";"4,5781";"7,3695";"16,0744"
"143,2000";"4,5812";"7,3773";"16,0734"
"143,3000";"4,5844";"7,3853";"16,0768"
"143,4000";"4,5877";"7,3933";"16,0789"
"143,5000";"4,5908";"7,4010";"16,0792"
"143,6000";"4,5941";"7,4091";"16,0823"
"143,7000";"4,5974";"7,4170";"16,0861"
"143,8000";"4,6005";"7,4248";"16,0847"
"143,9000";"4,6037";"7,4328";"16,0868"
"144,0000";"4,6069";"7,4408";"16,0885"
"144,1000";"4,6101";"7,4486";"16,0896"
"144,2000";"4,6132";"7,4565";"16,0897"
"144,3000";"4,6164";"7,4644";"16,0931"
"144,4000";"4,6196";"7,4724";"16,0949"
"144,5000";"4,6229";"7,4804";"16,0981"
"144,6000";"4,6261";"7,4883";"16,0987"
"144,7000";"4,6293";"7,4963";"16,1008"
"144,8000";"4,6325";"7,5042";"16,1022"
"144,9000";"4,6356";"7,5121";"16,1014"
"145,0000";"4,6389";"7,5201";"16,1042"
"145,1000";"4,6421";"7,5280";"16,1061"
"145,2000";"4,6452";"7,5358";"16,1063"
"145,3000";"4,6484";"7,5438";"16,1084"
"145,4000";"4,6517";"7,5519";"16,1127"
"145,5000";"4,6549";"7,5599";"16,1134"
"145,6000";"4,6581";"7,5678";"16,1139"
"145,7000";"4,6613";"7,5757";"16,1155"
"145,8000";"4,6645";"7,5837";"16,1180"
"145,9000";"4,6677";"7,5916";"16,1184"
"146,0000";"4,6708";"7,5994";"16,1181"
"146,1000";"4,6740";"7,6075";"16,1208"
"146,2000";"4,6773";"7,6154";"16,1245"
"146,3000";"4,6804";"7,6233";"16,1233"
"146,4000";"4,6837";"7,6313";"16,1272"
"146,5000";"4,6869";"7,6393";"16,1295"
"146,6000";"4,6901";"7,6471";"16,1298"
"146,7000";"4,6933";"7,6551";"16,1306"
"146,8000";"4,6965";"7,6631";"16,1338"
"146,9000";"4,6996";"7,6710";"16,1341"
"147,0000";"4,7028";"7,6789";"16,1352"
"147,1000";"4,7060";"7,6868";"16,1367"
"147,2000";"4,7093";"7,6948";"16,1397"
"147,3000";"4,7125";"7,7028";"16,1421"
"147,4000";"4,7157";"7,7107";"16,1429"
"147,5000";"4,7189";"7,7188";"16,1448"
"147,6000";"4,7222";"7,7268";"16,1475"
"147,7000";"4,7252";"7,7346";"16,1457"
"147,8000";"4,7285";"7,7427";"16,1485"
"147,9000";"4,7317";"7,7505";"16,1501"
"148,0000";"4,7348";"7,7585";"16,1512"
"148,1000";"4,7380";"7,7664";"16,1528"
"148,2000";"4,7413";"7,7745";"16,1567"
"148,3000";"4,7445";"7,7824";"16,1583"
"148,4000";"4,7477";"7,7905";"16,1595"
"148,5000";"4,7509";"7,7984";"16,1608"
"148,6000";"4,7541";"7,8065";"16,1619"
"148,7000";"4,7573";"7,8144";"16,1630"
"148,8000";"4,7604";"7,8223";"16,1628"
"148,9000";"4,7636";"7,8304";"16,1660"
"149,0000";"4,7669";"7,8383";"16,1688"
"149,1000";"4,7700";"7,8463";"16,1687"
"149,2000";"4,7733";"7,8544";"16,1712"
"149,3000";"4,7766";"7,8624";"16,1749"
"149,4000";"4,7797";"7,8703";"16,1734"
"149,5000";"4,7829";"7,8783";"16,1751"
"149,6000";"4,7861";"7,8862";"16,1764"
"149,7000";"4,7893";"7,8943";"16,1792"
"149,8000";"4,7924";"7,9022";"16,1788"
"149,9000";"4,7956";"7,9102";"16,1807"
"150,0000";"4,7988";"7,9183";"16,1827"
"150,1000";"4,8021";"7,9263";"16,1862"
"150,2000";"4,8053";"7,9341";"16,1856"
"150,3000";"4,8085";"7,9422";"16,1887"
"150,4000";"4,8117";"7,9503";"16,1907"
"150,5000";"4,8148";"7,9582";"16,1902"
"150,6000";"4,8180";"7,9661";"16,1916"
"150,7000";"4,8213";"7,9742";"16,1943"
"150,8000";"4,8244";"7,9821";"16,1938"
"150,9000";"4,8276";"7,9901";"16,1962"
"151,0000";"4,8309";"7,9981";"16,1988"
"151,1000";"4,8341";"8,0061";"16,2017"
"151,2000";"4,8373";"8,0142";"16,2023"
"151,3000";"4,8405";"8,0222";"16,2037"
"151,4000";"4,8437";"8,0301";"16,2050"
"151,5000";"4,8469";"8,0381";"16,2064"
"151,6000";"4,8500";"8,0460";"16,2045"
"151,7000";"4,8532";"8,0540";"16,2077"
"151,8000";"4,8565";"8,0621";"16,2112"
"151,9000";"4,8596";"8,0701";"16,2114"
"152,0000";"4,8629";"8,0781";"16,2143"
"152,1000";"4,8661";"8,0862";"16,2170"
"152,2000";"4,8693";"8,0941";"16,2166"
"152,3000";"4,8725";"8,1019";"16,2173"
"152,4000";"4,8757";"8,1100";"16,2190"
"152,5000";"4,8789";"8,1180";"16,2206"
"152,6000";"4,8820";"8,1260";"16,2214"
"152,7000";"4,8852";"8,1339";"16,2226"
"152,8000";"4,8885";"8,1420";"16,2261"
"152,9000";"4,8917";"8,1501";"16,2285"
"153,0000";"4,8949";"8,1581";"16,2284"
"153,1000";"4,8981";"8,1661";"16,2302"
"153,2000";"4,9014";"8,1741";"16,2339"
"153,3000";"4,9044";"8,1820";"16,2319"
"153,4000";"4,9076";"8,1901";"16,2347"
"153,5000";"4,9108";"8,1980";"16,2364"
"153,6000";"4,9140";"8,2061";"16,2384"
"153,7000";"4,9172";"8,2141";"16,2388"
"153,8000";"4,9205";"8,2221";"16,2419"
"153,9000";"4,9237";"8,2301";"16,2437"
"154,0000";"4,9269";"8,2380";"16,2456"
"154,1000";"4,9301";"8,2462";"16,2452"
"154,2000";"4,9333";"8,2542";"16,2482"
"154,3000";"4,9365";"8,2622";"16,2490"
"154,4000";"4,9396";"8,2701";"16,2484"
"154,5000";"4,9428";"8,2780";"16,2499"
"154,6000";"4,9461";"8,2862";"16,2544"
"154,7000";"4,9492";"8,2941";"16,2533"
"154,8000";"4,9525";"8,3022";"16,2563"
"154,9000";"4,9557";"8,3103";"16,2591"
"155,0000";"4,9589";"8,3183";"16,2597"
"155,1000";"4,9621";"8,3262";"16,2602"
"155,2000";"4,9653";"8,3342";"16,2615"
"155,3000";"4,9685";"8,3422";"16,2626"
"155,4000";"4,9716";"8,3501";"16,2636"
"155,5000";"4,9748";"8,3580";"16,2645"
"155,6000";"4,9780";"8,3661";"16,2675"
"155,7000";"4,9813";"8,3742";"16,2710"
"155,8000";"4,9844";"8,3821";"16,2704"
"155,9000";"4,9877";"8,3903";"16,2729"
"156,0000";"4,9909";"8,3983";"16,2750"
"156,1000";"4,9940";"8,4062";"16,2735"
"156,2000";"4,9972";"8,4142";"16,2755"
"156,3000";"5,0005";"8,4223";"16,2779"
"156,4000";"5,0036";"8,4302";"16,2786"
"156,5000";"5,0068";"8,4382";"16,2804"
"156,6000";"5,0100";"8,4462";"16,2827"
"156,7000";"5,0133";"8,4542";"16,2859"
"156,8000";"5,0165";"8,4622";"16,2857"
"156,9000";"5,0197";"8,4703";"16,2860"
"157,0000";"5,0229";"8,4783";"16,2884"
"157,1000";"5,0261";"8,4863";"16,2910"
"157,2000";"5,0292";"8,4941";"16,2889"
"157,3000";"5,0324";"8,5021";"16,2920"
"157,4000";"5,0357";"8,5102";"16,2950"
"157,5000";"5,0388";"8,5182";"16,2953"
"157,6000";"5,0421";"8,5263";"16,2971"
"157,7000";"5,0454";"8,5343";"16,3009"
"157,8000";"5,0485";"8,5423";"16,3004"
"157,9000";"5,0517";"8,5504";"16,3020"
"158,0000";"5,0548";"8,5583";"16,3020"
"158,1000";"5,0581";"8,5663";"16,3053"
"158,2000";"5,0612";"8,5743";"16,3046"
"158,3000";"5,0644";"8,5822";"16,3054"
"158,4000";"5,0676";"8,5902";"16,3079"
"158,5000";"5,0709";"8,5984";"16,3120"
"158,6000";"5,0741";"8,6063";"16,3110"
"158,7000";"5,0773";"8,6144";"16,3136"
"158,8000";"5,0805";"8,6224";"16,3157"
"158,9000";"5,0837";"8,6304";"16,3150"
"159,0000";"5,0868";"8,6383";"16,3158"
"159,1000";"5,0900";"8,6463";"16,3178"
"159,2000";"5,0932";"8,6543";"16,3192"
"159,3000";"5,0964";"8,6624";"16,3209"
"159,4000";"5,0996";"8,6703";"16,3231"
"159,5000";"5,1029";"8,6784";"16,3260"
"159,6000";"5,1061";"8,6864";"16,3268"
"159,7000";"5,1093";"8,6944";"16,3265"
"159,8000";"5,1125";"8,7024";"16,3288"
"159,9000";"5,1157";"8,7104";"16,3293"
"160,0000";"5,1188";"8,7183";"16,3289"
"160,1000";"5,1220";"8,7263";"16,3309"
"160,2000";"5,1253";"8,7343";"16,3356"
"160,3000";"5,1284";"8,7423";"16,3350"
"160,4000";"5,1317";"8,7504";"16,3369"
"160,5000";"5,1349";"8,7583";"16,3388"
"160,6000";"5,1381";"8,7664";"16,3400"
"160,7000";"5,1413";"8,7743";"16,3397"
"160,8000";"5,1444";"8,7822";"16,3413"
"160,9000";"5,1477";"8,7903";"16,3437"
"161,0000";"5,1509";"8,7983";"16,3452"
"161,1000";"5,1540";"8,8062";"16,3446"
"161,2000";"5,1572";"8,8142";"16,3478"
"161,3000";"5,1605";"8,8223";"16,3504"
"161,4000";"5,1637";"8,8303";"16,3507"
"161,5000";"5,1669";"8,8383";"16,3518"
"161,6000";"5,1702";"8,8463";"16,3559"
"161,7000";"5,1732";"8,8542";"16,3545"
"161,8000";"5,1765";"8,8622";"16,3561"
"161,9000";"5,1796";"8,8702";"16,3568"
"162,0000";"5,1829";"8,8782";"16,3592"
"162,1000";"5,1860";"8,8862";"16,3593"
"162,2000";"5,1892";"8,8943";"16,3614"
"162,3000";"5,1925";"8,9023";"16,3648"
"162,4000";"5,1957";"8,9104";"16,3666"
"162,5000";"5,1989";"8,9183";"16,3658"
"162,6000";"5,2021";"8,9264";"16,3684"
"162,7000";"5,2053";"8,9344";"16,3694"
"162,8000";"5,2084";"8,9423";"16,3683"
"162,9000";"5,2116";"8,9503";"16,3702"
"163,0000";"5,2149";"8,9584";"16,3736"
"163,1000";"5,2180";"8,9663";"16,3741"
"163,2000";"5,2213";"8,9745";"16,3766"
"163,3000";"5,2245";"8,9825";"16,3791"
"163,4000";"5,2277";"8,9905";"16,3792"
"163,5000";"5,2309";"8,9984";"16,3793"
"163,6000";"5,2340";"9,0064";"16,3785"
"163,7000";"5,2373";"9,0144";"16,3827"
"163,8000";"5,2404";"9,0224";"16,3832"
"163,9000";"5,2436";"9,0303";"16,3835"
"164,0000";"5,2468";"9,0384";"16,3857"
"164,1000";"5,2501";"9,0465";"16,3901"
"164,2000";"5,2533";"9,0545";"16,3885"
"164,3000";"5,2565";"9,0625";"16,3896"
"164,4000";"5,2597";"9,0705";"16,3925"
"164,5000";"5,2629";"9,0784";"16,3929"
"164,6000";"5,2660";"9,0864";"16,3932"
"164,7000";"5,2692";"9,0944";"16,3950"
"164,8000";"5,2724";"9,1024";"16,3963"
"164,9000";"5,2757";"9,1104";"16,3984"
"165,0000";"5,2788";"9,1184";"16,3982"
"165,1000";"5,2821";"9,1264";"16,4028"
"165,2000";"5,2853";"9,1345";"16,4036"
"165,3000";"5,2885";"9,1425";"16,4039"
